Taxonomic groups,Genus,Species,European IUCN Red List Version 2021-3,Regional IUCN Red List Version 2005,Regional Red List of vascular plants 2022,Latitude,Longitude,Source,Resolution
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.918084381115555,-6.680018339941548,ATLAS Amphibia&Reptilia,1 Km
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.81884784150467,-6.671566185489171,ATLAS Amphibia&Reptilia,1 Km
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.84584594392142,-6.670586975215425,ATLAS Amphibia&Reptilia,1 Km
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.863844597855234,-6.669933424344797,ATLAS Amphibia&Reptilia,1 Km
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.8186032140382,-6.659535731954403,ATLAS Amphibia&Reptilia,1 Km
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.85435414886435,-6.646186052169915,ATLAS Amphibia&Reptilia,1 Km
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.85410669327391,-6.634149166416289,ATLAS Amphibia&Reptilia,1 Km
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.862856986266486,-6.621778842463425,ATLAS Amphibia&Reptilia,1 Km
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.89885285882894,-6.6204429635045985,ATLAS Amphibia&Reptilia,1 Km
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.85239853977508,-7.019678153483134,ATLAS Amphibia&Reptilia,1 Km
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.87040130963656,-7.0191223753308645,ATLAS Amphibia&Reptilia,1 Km
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.845279,-6.859411,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.875598,-6.535415,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.887933,-6.574599,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.902552,-6.561326,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.917043,-6.56277,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.910866,-6.563872,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.915116,-6.564133,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.921612,-6.568114,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.924493,-6.567206,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.929054,-6.566536,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.910753,-6.883577,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.909768,-6.886149,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.90998,-6.883552,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.969642,-7.181464,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.978002,-7.17265,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.944263,-7.171341,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.937842,-7.163791,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.934805,-7.165574,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.86963,-7.200356,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.871291,-7.202295,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.855305,-7.188171,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.855018,-7.187952,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.848751,-7.182987,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.853499,-7.173832,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.851928,-7.174853,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.859176,-7.170683,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.859405,-7.169623,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.859635,-7.168685,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.85998,-7.165106,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.860414,-7.164207,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.874488,-7.172318,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.875553,-7.16989,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.88117,-7.172688,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.882179,-7.16917,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.883503,-7.167338,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.890506,-7.155961,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.892326,-7.154787,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.891765,-7.156201,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.877265,-7.142832,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.876613,-7.14433,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.877369,-7.146229,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.877337,-7.145433,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.877344,-7.144164,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.877338,-7.143363,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.877231,-7.142588,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.870063,-7.142027,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.869575,-7.1426,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.869298,-7.141855,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.869559,-7.142609,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.86958,-7.142563,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.875632,-7.146267,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.806245,-6.596962,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.805956,-6.596527,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.807458,-6.598149,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.848187,-6.649882,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.88044,-6.665317,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.881125,-6.667114,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.877744,-6.669312,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.910508,-6.729395,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.923817,-6.729487,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.853018,-6.739597,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.935641,-7.142257,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.935873,-7.143742,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.935429,-7.145971,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.95091,-7.125919,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.937178,-7.105157,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.937582,-7.10483,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.937922,-7.015859,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.939522,-7.016394,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.937855,-7.015126,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.871793,-7.115792,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.880699,-7.11248,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.911322,-7.094342,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.902396,-7.064449,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.900637,-7.061675,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.881596,-7.056282,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.881128,-7.053177,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.882803,-7.053018,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.880796,-7.055414,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.882849,-7.056367,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.868622,-7.085195,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.868041,-7.086864,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.868508,-7.085255,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.850653,-6.971402,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.840594,-7.016279,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.833048,-6.97573,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.833315,-6.976935,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.833401,-6.975112,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.925756,-7.084542,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.944733,-7.112611,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.878856,-6.636177,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.928178,-7.110623,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus algirus,Not Evaluated (NE),Least Concern (LC),,41.927183,-7.082261,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus occidentalis,Least Concern (LC),Near Threatened (NT),,41.80760218672225,-6.563638778643065,ATLAS Amphibia&Reptilia,1 Km
Reptiles,Psammodromus,Psammodromus occidentalis,Least Concern (LC),Near Threatened (NT),,41.859259511586785,-6.89899422478623,ATLAS Amphibia&Reptilia,1 Km
Reptiles,Psammodromus,Psammodromus occidentalis,Least Concern (LC),Near Threatened (NT),,41.83091377420722,-6.8276709426947155,ATLAS Amphibia&Reptilia,1 Km
Reptiles,Psammodromus,Psammodromus occidentalis,Least Concern (LC),Near Threatened (NT),,41.838759491117244,-6.76718936351883,ATLAS Amphibia&Reptilia,1 Km
Reptiles,Psammodromus,Psammodromus occidentalis,Least Concern (LC),Near Threatened (NT),,41.882571114071894,-6.7054068988152755,ATLAS Amphibia&Reptilia,1 Km
Reptiles,Psammodromus,Psammodromus occidentalis,Least Concern (LC),Near Threatened (NT),,41.81933331985577,-6.695627537580316,ATLAS Amphibia&Reptilia,1 Km
Reptiles,Psammodromus,Psammodromus occidentalis,Least Concern (LC),Near Threatened (NT),,41.91832732833691,-6.692067635059259,ATLAS Amphibia&Reptilia,1 Km
Reptiles,Psammodromus,Psammodromus occidentalis,Least Concern (LC),Near Threatened (NT),,41.83709011414097,-6.6829474942897065,ATLAS Amphibia&Reptilia,1 Km
Reptiles,Psammodromus,Psammodromus occidentalis,Least Concern (LC),Near Threatened (NT),,41.918084381115555,-6.680018339941548,ATLAS Amphibia&Reptilia,1 Km
Reptiles,Psammodromus,Psammodromus occidentalis,Least Concern (LC),Near Threatened (NT),,41.75682067871094,-6.89506912231445,Biodiversity.eu,1 Km
Reptiles,Psammodromus,Psammodromus occidentalis,Least Concern (LC),Near Threatened (NT),,41.904169,-6.588167,GBIF,GPS
Reptiles,Psammodromus,Psammodromus occidentalis,Least Concern (LC),Near Threatened (NT),,41.870427,-7.145322,Fieldwork Herpetos,GPS
Reptiles,Psammodromus,Psammodromus occidentalis,Least Concern (LC),Near Threatened (NT),,41.870746,-7.143029,Fieldwork Herpetos,GPS
Flora (vascular plants),Pseudotsuga,Pseudotsuga menziesii,Not Evaluated (NE),,Not Evaluated (NE),41.8977349838,-6.8353039026,INaturalist,GPS
Flora (vascular plants),Pseudotsuga,Pseudotsuga menziesii,Not Evaluated (NE),,Not Evaluated (NE),41.780461,-6.907654,GBIF,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.865,-7.1180555556,INaturalist,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.865,-7.118056,GBIF,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.770099,-6.909018,GBIF,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.7746,-6.907278,GBIF,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.9486740734,-6.76199766952,SP Botânica,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.906837179,-6.932247284,SP Botânica,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.8534755474,-6.97010639654,SP Botânica,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.9177544439,-6.57014895257,SP Botânica,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.8960598896,-6.83616131527,SP Botânica,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.8967354899,-6.87230147471,SP Botânica,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.8538987605,-6.99418575882,SP Botânica,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.8870594859,-6.8364651985,SP Botânica,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.7467765182,-6.57661053448,SP Botânica,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.8662947805,-7.1986276948,SP Botânica,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.8932438583,-6.69161335655,SP Botânica,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.8602843577,-6.84941584999,SP Botânica,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.8530472896,-6.94602755334,SP Botânica,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.8835331722,-7.14993503696,SP Botânica,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.8822666265,-6.59559743145,SP Botânica,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.9005161955,-6.60696735166,SP Botânica,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.9095151407,-6.60663109304,SP Botânica,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.9370122941,-6.62972608011,SP Botânica,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.8841098766,-7.18607499501,SP Botânica,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.8817595834,-6.57151393822,SP Botânica,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.8927288694,-7.16172342317,SP Botânica,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.9160546045,-6.94400769045,SP Botânica,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.9099509173,-7.11300106133,SP Botânica,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.8695098684,-6.8611557247,SP Botânica,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.9097657445,-6.61867828762,SP Botânica,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.882518256,-6.60763940923,SP Botânica,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.9731618492,-7.12320473656,SP Botânica,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.976373897,-6.79723551725,SP Botânica,GPS
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.83709011414097,-6.6829474942897065,Floradata,1 Km
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.85435414886435,-6.646186052169915,Floradata,1 Km
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.86505074355228,-6.730129998166196,Floradata,1 Km
Flora (vascular plants),Pteridium,Pteridium aquilinum,Least Concern (LC),,Not Evaluated (NE),41.87452420493477,-6.753894452794556,Floradata,1 Km
Flora (vascular plants),Pterocephalidium,Pterocephalidium diandrum,Not Evaluated (NE),,Not Evaluated (NE),41.8372718863,-6.59728332157,SP Botânica,GPS
Flora (vascular plants),Pterocephalidium,Pterocephalidium diandrum,Not Evaluated (NE),,Not Evaluated (NE),41.8817595834,-6.57151393822,SP Botânica,GPS
Flora (vascular plants),Pterocephalidium,Pterocephalidium diandrum,Not Evaluated (NE),,Not Evaluated (NE),41.9005161955,-6.60696735166,SP Botânica,GPS
Flora (vascular plants),Pterocephalidium,Pterocephalidium diandrum,Not Evaluated (NE),,Not Evaluated (NE),41.8839189047,-7.17402822516,SP Botânica,GPS
Flora (vascular plants),Pterocephalidium,Pterocephalidium diandrum,Not Evaluated (NE),,Not Evaluated (NE),41.9097657445,-6.61867828762,SP Botânica,GPS
Flora (vascular plants),Pterocephalidium,Pterocephalidium diandrum,Not Evaluated (NE),,Not Evaluated (NE),41.78226204,-6.5512089813,SP Botânica,GPS
Flora (vascular plants),Pterospartum,Pterospartum tridentatum,Not Evaluated (NE),,Not Evaluated (NE),41.9306743125,-6.76262727296,SP Botânica,GPS
Flora (vascular plants),Pterospartum,Pterospartum tridentatum,Not Evaluated (NE),,Not Evaluated (NE),41.9486740734,-6.76199766952,SP Botânica,GPS
Flora (vascular plants),Pterospartum,Pterospartum tridentatum,Not Evaluated (NE),,Not Evaluated (NE),41.9579084828,-6.77374023028,SP Botânica,GPS
Flora (vascular plants),Pterospartum,Pterospartum tridentatum,Not Evaluated (NE),,Not Evaluated (NE),41.9239601261,-6.88345626957,SP Botânica,GPS
Flora (vascular plants),Pterospartum,Pterospartum tridentatum,Not Evaluated (NE),,Not Evaluated (NE),41.9282614751,-6.64211029582,SP Botânica,GPS
Flora (vascular plants),Pterospartum,Pterospartum tridentatum,Not Evaluated (NE),,Not Evaluated (NE),41.9177544439,-6.57014895257,SP Botânica,GPS
Flora (vascular plants),Pterospartum,Pterospartum tridentatum,Not Evaluated (NE),,Not Evaluated (NE),41.9272609574,-6.593907695,SP Botânica,GPS
Flora (vascular plants),Pterospartum,Pterospartum tridentatum,Not Evaluated (NE),,Not Evaluated (NE),41.8870594859,-6.8364651985,SP Botânica,GPS
Flora (vascular plants),Pterospartum,Pterospartum tridentatum,Not Evaluated (NE),,Not Evaluated (NE),41.9158381087,-6.93195664664,SP Botânica,GPS
Flora (vascular plants),Pterospartum,Pterospartum tridentatum,Not Evaluated (NE),,Not Evaluated (NE),41.9447455563,-7.03959371113,SP Botânica,GPS
Flora (vascular plants),Pterospartum,Pterospartum tridentatum,Not Evaluated (NE),,Not Evaluated (NE),41.9097657445,-6.61867828762,SP Botânica,GPS
Flora (vascular plants),Pterospartum,Pterospartum tridentatum,Not Evaluated (NE),,Not Evaluated (NE),41.9451549171,-7.06370839779,SP Botânica,GPS
Flora (vascular plants),Pterospartum,Pterospartum tridentatum,Not Evaluated (NE),,Not Evaluated (NE),41.9731618492,-7.12320473656,SP Botânica,GPS
Flora (vascular plants),Pterospartum,Pterospartum tridentatum,Not Evaluated (NE),,Not Evaluated (NE),41.976373897,-6.79723551725,SP Botânica,GPS
Flora (vascular plants),Pterospartum,Pterospartum tridentatum,Not Evaluated (NE),,Not Evaluated (NE),41.78226204,-6.5512089813,SP Botânica,GPS
Flora (vascular plants),Pterospartum,Pterospartum tridentatum,Not Evaluated (NE),,Not Evaluated (NE),41.9669083967,-6.77342676373,SP Botânica,GPS
Flora (vascular plants),Pterospartum,Pterospartum tridentatum,Not Evaluated (NE),,Not Evaluated (NE),41.9171181249,-7.00426487102,SP Botânica,GPS
Flora (vascular plants),Pterospartum,Pterospartum tridentatum,Not Evaluated (NE),,Not Evaluated (NE),41.8372718863,-6.59728332157,SP Botânica,GPS
Flora (vascular plants),Pterospartum,Pterospartum tridentatum,Not Evaluated (NE),,Not Evaluated (NE),41.9643565511,-7.13553056738,SP Botânica,GPS
Flora (vascular plants),Pterospartum,Pterospartum tridentatum,Not Evaluated (NE),,Not Evaluated (NE),41.8960598896,-6.83616131527,SP Botânica,GPS
Flora (vascular plants),Pterospartum,Pterospartum tridentatum,Not Evaluated (NE),,Not Evaluated (NE),41.8932438583,-6.69161335655,SP Botânica,GPS
Flora (vascular plants),Pterospartum,Pterospartum tridentatum,Not Evaluated (NE),,Not Evaluated (NE),41.8822666265,-6.59559743145,SP Botânica,GPS
Flora (vascular plants),Pterospartum,Pterospartum tridentatum,Not Evaluated (NE),,Not Evaluated (NE),41.9005161955,-6.60696735166,SP Botânica,GPS
Flora (vascular plants),Pterospartum,Pterospartum tridentatum,Not Evaluated (NE),,Not Evaluated (NE),41.8912655254,-6.59525979219,SP Botânica,GPS
Flora (vascular plants),Pterospartum,Pterospartum tridentatum,Not Evaluated (NE),,Not Evaluated (NE),41.8929211645,-7.17377176576,SP Botânica,GPS
Flora (vascular plants),Pterospartum,Pterospartum tridentatum,Not Evaluated (NE),,Not Evaluated (NE),41.9853739248,-6.79692515652,SP Botânica,GPS
